,message_id,actor_id,engagement_type,engagement_parent,text,univ_id,time_published,media_type,geo,index_text,keyN,tweet_counts,user_counts,gpt_label,manual_label,is_gt,label
15867,6033701,248301,retweet,d7e5363b86882dfca68d33b00811c9b44bae3af9d5a4619fbf9c517ab5b29d12,"RT @SyLicoNgaAko Boy Sile not openly attacking the EDCA, instead posting other senator’s opinion who are obviously pro China. He can’t, because his two children with Mariel were born in the USA, a convenient way to avail of Uncle Sam’s citizenships.",,1682539145,Twitter,,attacking avail born boy children china citizenships convenient edca mariel openly opinion posting pro rt sam senator sile uncle usa,20,22,7,supportive,opposing,1,
15884,3424154,172545,retweet,b5f16c1695beb5fe6fd8a687f9ad6e24b42bda9f726c013a5996b3a0e55b2e18,"RT @bobitiglao Duterte: EDCA camps are US 'platforms for war,' Chinese missiles' targets https://t.co/Ac4Dm9R9gO",,1680646923,Twitter,,camps chinese duterte edca missiles platforms rt targets war,9,39,7,opposing,,0,
15885,6989771,172545,retweet,5b6d704c10d162f180d8747235296bb32c11e31e1af9bd228cee4f3ee0a80b00,RT @bobitiglao EDCA gives US two international airports to use for war with China https://t.co/8e0pNYTlWk,,1681993183,Twitter,,airports china edca international rt war,6,38,7,opposing,opposing,1,
15907,4531024,364333,retweet,809a886129fb6ab5cfffdfe94697cc30e2b0e630779a5374b4dafc7ddc699fc5,"RT @JChengWSJ U.S. to China: You should desist from your provocative and unsafe conduct against the Philippines in the South China Sea, or else we may have to invoke U.S. mutual defense commitments under Article IV of the 1951 U.S. Philippines Mutual Defense Treaty. https://t.co/miYsmlrjYy",,1682852522,Twitter,,article china china commitments conduct defense defense desist invoke iv mutual mutual philippines philippines provocative rt sea south treaty unsafe,20,177,12,supportive,,0,
15934,1089458,262996,retweet,89560899b8b98dec33b528c96008901c542cd19cc95c7574160c3db60b0e975a,"RT @natoreyes The Philippine government should disclose the terms of the 9 agreed locations for US facilities in the Philippines. EDCA says that these facilities will be under the operational control of the US. There is no ""joint control"" here.",,1675503909,Twitter,,agreed control control disclose edca facilities facilities government joint locations operational philippine philippines rt terms,15,25,14,opposing,,0,
15936,3980703,262996,retweet,9975a251fe6bf41bb91ed9c1539f17e13367bfb7e3dcd377df3fa77ae464de0a,"RT @natoreyes On the new US forward bases The four new EDCA sites in Cagayan, Isabela and Palawan announced by the Philippine government will allow the US to preposition weapons and warships directed at China, a move that will heighten tensions and lead to an arms race in the region. https://t.co/b4cRvcY2EK",,1680575727,Twitter,,announced arms bases cagayan china directed edca forward government heighten isabela lead move palawan philippine preposition race region rt sites tensions warships weapons,23,30,14,opposing,,0,
15937,5163595,262996,retweet,d3016461c5408248ef32b07fcae3b26089180f6c6394c2ff9448128aea818cf5,"RT @KadamayNtnl As the biggest Balikatan in history looms, we raise concerns over the social costs of the lopsided EDCA and the addition of four US military bases. The agreement only benefits US political and military interests while Filipino workers and communities bear the brunt of the costs. https://t.co/Q6r5WEEnPH",,1680862962,Twitter,,addition agreement balikatan bases bear benefits biggest brunt communities concerns costs costs edca filipino history interests looms lopsided military military political raise rt social workers,25,18,14,opposing,,0,
15948,3670617,78178,retweet,d63821a2e79bf8d8a0c66938083df721c672c40c55bc977fa9bda2bcb1979a0d,RT @ABSCBNNews JUST IN: Members of the Makabayan Bloc have called on the House of Representatives to seek the termination of the country's mutual defense treaty with the United States following the visit of US Secretary of Defense Lloyd Austin. | via @RG_Cruz12479 https://t.co/UTfoA5nxkH,,1675691914,Twitter,,austin bloc called country defense defense house lloyd makabayan members mutual representatives rt secretary seek states termination treaty united visit,20,15,9,opposing,,0,
15953,5925815,78178,retweet,8280820c22d6928c73a43828897fa0df5e45ca939756c2bd03df10a64901f14e,RT @inquirerdotnet President Ferdinand Marcos Jr. expressed hope that overseas Filipinos residing in the US would come home “for good and retire in a much better Philippines.” | @DYGalvezINQ https://t.co/8Skk2d6y0E,,1683008364,Twitter,,expressed ferdinand filipinos good home hope jr marcos overseas philippines president residing retire rt,14,30,9,neutral,,0,
15955,6483560,78178,retweet,f15a5d5184fb991a99b997eeaa79339954a94d9b736c1bb5637f9554bbc6f055,"RT @Richeydarian “Buoyed by growing defense cooperation with its superpower ally, Manila is taking on China with growing confidence and determination, effectively marking the end of former president Rodrigo Duterte’s fruitless strategic flirtation with Beijing.” https://t.co/FD51gJkHO0",,1684391665,Twitter,,ally beijing buoyed china confidence cooperation defense determination duterte effectively end flirtation fruitless growing growing manila marking president rodrigo rt strategic superpower taking,23,49,9,supportive,,0,
16034,4011768,5335,retweet,ff263120fbd0094174ace5d4109b7058d4d7b091847d21159cdb5cf145935f22,"RT @bobitiglao Duterte: ""EDCA bases are platforms for war. "" But at whose national interest? Definitely not ours."" Snubbed by media, Duterte warns of EDCA bases https://t.co/3N7muVPHmw",,1680488897,Twitter,,bases bases duterte duterte edca edca interest media national platforms rt snubbed war warns,14,53,5,opposing,,0,
16044,1279162,5510,retweet,30b85e402082b8f612282d8803eb086d647f0ef1fe3b6546b418ce149fce7847,"RT @GordianKnotRay U.S. Support for the Philippines in the South China Sea PRESS STATEMENT OFFICE OF THE SPOKESPERSON APRIL 29, 2023 The United States stands with The #Philippines in the face of the People’s Republic of #China (PRC) Coast Guard’s continued infringement upon freedom of navigation…",,1682815923,Twitter,,29 april china china coast continued face freedom guard infringement navigation office people philippines prc press republic rt sea south spokesperson stands statement states support united,26,78,12,supportive,,0,
16047,2391846,5510,retweet,142dcafb9b40a30a73a9fc591f64f7765b33ddbc0f3205c14905ed9c606c97eb,"RT @SecDef The US and the Philippines just designated four new locations under our Enhanced Defense Cooperation Agreement. Our forces will work together to strengthen Philippine security, continue to modernize the Philippine military, and deliver humanitarian aid and disaster relief. https://t.co/FYDeIEaOzA",,1685819793,Twitter,,agreement aid continue cooperation defense deliver designated disaster enhanced forces humanitarian locations military modernize philippine philippine philippines relief rt security strengthen work,22,46,12,supportive,,0,
16052,2501704,23152,retweet,2689d7f7abd8fb1bac9a57a64433c27dcee5ec426a078e496980ac4a6eab5e2c,"RT  Manueltaripnog  Brasil URGENT ALT April 12, 7:40PM, three vehicles that identified Agnes Mesina - Cagayan Valley Coordinator; Walter Villegas - Youngtylist CV Coordinorator and another after communications treatment of EDCA.tps:/tcog/P14Hpp",,1681315273,Twitter,,12 40pm agnes alt april brasil cagayan communications coordinator coordinorator cv edca identified manueltaripnog mesina p14hpp rt tcog tps treatment urgent valley vehicles villegas walter youngtylist,26,52,8,neutral,,0,
16140,4949990,96215,retweet,609a89c73fbb31da36beadc7ff35806b1b3c7d5958e754e0d64a213a2b8ee068,"RT Šcarlabrews After all, PBBM again blames EDCA, let be  known of 2014 that kind of harmony. Who's the president of that time??",,1675432492,Twitter,,blames edca harmony kind pbbm president rt time šcarlabrews,9,29,6,opposing,,0,
16142,3176482,96215,retweet,93e93fcfaa58a83179de56343858a876a9a076a48e553628f671dc7141f87b2f,RT @theadtan I'm neutral on EDCA. I don't understand the complaints about it. There's really nothing new since PH-US signed the agreement in 2014.,,1675745051,Twitter,,2014 agreement complaints edca neutral ph rt signed understand,9,22,6,neutral,neutral,1,
16145,6603037,96215,retweet,a7d98d7a3abb99d6a37a0a05acc2418c85c02cf801bc2ccf2e2e0ff6470eb836,"RT @WinwinEklabu Really, we are blind supporters? Has she forgotten that PBBM is just continuing the ""Friends to all enemy to none"" policy by FPRRD? And EDCA is not just a recent agreement, it was during PNoy's time in 2014. We stand neutral Sass !! https://t.co/5AguRoYLrF",,1676609091,Twitter,,2014 agreement blind continuing edca enemy forgotten fprrd friends neutral pbbm pnoy policy recent rt sass stand supporters time,19,18,6,neutral,,0,
16146,5192963,50113,retweet,609a89c73fbb31da36beadc7ff35806b1b3c7d5958e754e0d64a213a2b8ee068,"RT Šcarlabrews After all, PBBM again blames EDCA, let be  known of 2014 that kind of harmony. Who's the president of that time??",,1675453441,Twitter,,blames edca harmony kind pbbm president rt time šcarlabrews,9,29,5,opposing,,0,
16147,4428352,50113,retweet,93e93fcfaa58a83179de56343858a876a9a076a48e553628f671dc7141f87b2f,RT @theadtan I'm neutral on EDCA. I don't understand the complaints about it. There's really nothing new since PH-US signed the agreement in 2014.,,1675725422,Twitter,,2014 agreement complaints edca neutral ph rt signed understand,9,22,5,neutral,neutral,1,
16149,6527838,50113,retweet,406594261e6cd0ff4750cca3d85981a35cd095615087ddc707e1357436c46bee,"It's the first China is tack Taiwan and the process, because of EDCA, we can feel and feel and we're reality. Second is hope, we can have on - hope without feeling. So it's a try to understands Sassot.",,1676024087,Twitter,,china edca feel feel feeling hope hope process reality sassot tack taiwan understands,13,15,5,neutral,,0,
16150,6053629,50113,retweet,f83dde30a5b280afe437a63aaff45990a1605efd0dbe3fbffaed08eca7414b24,"RT @minsootkim Sen. Imee Marcos calling to revive the Self-Reliant Defense Posture (SRDP) Program to reduce our dependence on foreign security; this is in response to EDCA. Former AFP Chief Faustino, in 2021, had called for similar measure. You start to see just how far ahead PFEM was...",,1676453038,Twitter,,2021 afp ahead called calling chief defense dependence edca faustino foreign imee marcos measure pfem posture program reduce reliant response revive rt security sen similar srdp start,27,14,5,supportive,supportive,1,
16165,6691524,119995,retweet,609a89c73fbb31da36beadc7ff35806b1b3c7d5958e754e0d64a213a2b8ee068,"RT Šcarlabrews After all, PBBM again blames EDCA, let be  known of 2014 that kind of harmony. Who's the president of that time??",,1675505966,Twitter,,blames edca harmony kind pbbm president rt time šcarlabrews,9,29,8,opposing,,0,
16166,4113896,119995,retweet,919b079de127edf426db3035b948572d8c6e9e6b24788f326ed63c1a1af6f76f,RT ęlugrensa2028 Agl of EDCA but you have never looked up before.,,1675513522,Twitter,,agl edca looked rt ęlugrensa2028,5,11,8,neutral,,0,
16168,5955573,119995,retweet,9922a3cc543718a9cf6fc73048705c3cea1359f8d761fab665bc54c9399b9d5e,"RTPARokeLenitard Uy, it’s hard to be the Kakamppa paid propagant thisweek ha! 130/kg on the onion. That's not why you can connect to the white colonizers, so it's only ALLTV with which is first treated with plagues weth the catschatsyntsmphEX in what you did to the ABS! typs:/ts/tcoRQEX.",,1676110629,Twitter,,130 abs alltv catschatsyntsmphex colonizers connect ha hard kakamppa kg onion paid plagues propagant rtparokelenitard tcorqex thisweek treated ts typs uy weth white,23,14,8,opposing,neutral,1,
16171,4935754,119995,retweet,a86b32167b87d7615df7b30eea3dd5fbf46aef9870d94f9bffa1f29c8db7219f,"RT @PTVph LOOK: President Ferdinand R. Marcos Jr. reiterates that his administration will not allow the EDCA sites to be used for ""offensive action."" | via Bea Bernardo This comes after Pres. Marcos Jr. graces the 81st commemoration of the Araw ng Kagitingan in Bataan on Monday, April 10. https://t.co/RsBrufaKVS",,1681126739,Twitter,,10 81st action administration april araw bataan bea bernardo commemoration edca ferdinand graces jr jr kagitingan marcos marcos monday ng offensive pres president reiterates rt sites,26,30,8,neutral,,0,
16172,4738708,119995,retweet,ac05355360c76aa45a14e9602fc0d0f7a3ad22b019de78d0c9bfcaf168875b0a,"PBM prokano. We don't know China's movements, we're not going to fight, it's just going to be a test, we're not going to go to work, it's not a chance, it's nothing to worry, but we'll be smart about the way the US is moving. PBM is wise just to trust him.rutps/tco/co/khoy9",,1681299317,Twitter,,chance china fight khoy9 movements moving pbm pbm prokano rutps smart tco test trust wise work worry,17,29,8,neutral,,0,
16173,7042035,37031,retweet,609a89c73fbb31da36beadc7ff35806b1b3c7d5958e754e0d64a213a2b8ee068,"RT Šcarlabrews After all, PBBM again blames EDCA, let be  known of 2014 that kind of harmony. Who's the president of that time??",,1675507392,Twitter,,blames edca harmony kind pbbm president rt time šcarlabrews,9,29,14,opposing,,0,
16178,1203148,37031,retweet,ff263120fbd0094174ace5d4109b7058d4d7b091847d21159cdb5cf145935f22,"RT @bobitiglao Duterte: ""EDCA bases are platforms for war. "" But at whose national interest? Definitely not ours."" Snubbed by media, Duterte warns of EDCA bases https://t.co/3N7muVPHmw",,1680479600,Twitter,,bases bases duterte duterte edca edca interest media national platforms rt snubbed war warns,14,53,14,opposing,,0,
16179,1931982,37031,retweet,b5f16c1695beb5fe6fd8a687f9ad6e24b42bda9f726c013a5996b3a0e55b2e18,"RT @bobitiglao Duterte: EDCA camps are US 'platforms for war,' Chinese missiles' targets https://t.co/Ac4Dm9R9gO",,1680727300,Twitter,,camps chinese duterte edca missiles platforms rt targets war,9,39,14,opposing,,0,
16181,4046435,37031,retweet,8b4be221df6bd064ab660d1d4e616a333cad3f1f92c428ece368cb4ede94b7d6,RT @bobitiglao Has expanded EDCA provoked China to advance date of Taiwan invasion? https://t.co/Q0oOgyuKrz,,1681214503,Twitter,,advance china date edca expanded invasion provoked rt taiwan,9,14,14,opposing,,0,
16183,6956363,37031,retweet,468299eacf12e9a0e9f7cb53b8c634b4ca6193048aba1b2d08efdb4100338b8d,RT @bobitiglao EDCA site in Cagayan not a military camp https://t.co/KV180oRK2r,,1681541295,Twitter,,cagayan camp edca military rt site,6,14,14,neutral,neutral,1,
16184,1613569,37031,retweet,5b6d704c10d162f180d8747235296bb32c11e31e1af9bd228cee4f3ee0a80b00,RT @bobitiglao EDCA gives US two international airports to use for war with China https://t.co/8e0pNYTlWk,,1682062323,Twitter,,airports china edca international rt war,6,38,14,opposing,opposing,1,
16186,4755278,37031,retweet,fb96e7f8c4e448f4e1ec2df2324b05cd949121f7c0b25ad8a1b74c5ef95a27d7,"RT £Thinking PinoyPH Nung campaign, first presidential who can and step foot in the US. Two US visits is tas the second, woth full military times, after being taken by the US while being taken by China, asking what PBM wants for the Philippines. Why is that! Watppps:/tco1WNZApex",,1683379219,Twitter,,campaign china foot full military nung pbm philippines pinoyph presidential rt step tas tco1wnzapex times visits watppps woth £thinking,19,34,14,neutral,,0,
16187,2731085,59404,retweet,609a89c73fbb31da36beadc7ff35806b1b3c7d5958e754e0d64a213a2b8ee068,"RT Šcarlabrews After all, PBBM again blames EDCA, let be  known of 2014 that kind of harmony. Who's the president of that time??",,1675567638,Twitter,,blames edca harmony kind pbbm president rt time šcarlabrews,9,29,17,opposing,,0,
16188,4780873,59404,retweet,093031f6a95937802c247eea77c81ec3113ef839b6cf472220a81f9156353043,RT ęcinecine30 EDCA will help modernize ur AFP. come on dude.,,1675567675,Twitter,,afp dude edca modernize rt ur ęcinecine30,7,11,17,supportive,,0,
16190,5986430,59404,retweet,74cd8fc4999c3ea8f2c510138bbab220b50d6004dbb6e2fe8c8520482d279cac,"RT @SiiniGeng Neutral ako dyan sa EDCA. But I trust BBM’s wisdom on this because, unlike me, he has access to the relevant intel and data in addition to expert advisers like Año and Galvez.",,1675712470,Twitter,,access addition advisers ako año bbm data dyan edca expert galvez intel neutral relevant rt sa trust unlike wisdom,19,13,17,neutral,,0,
16196,3883491,59404,retweet,43141bda091340cb64a729e28aa945d4941ead6cd56315cc9bad145cb2e0259b,RT ösmningews FPRD: America accuses us of those EDCA bases:/t.co/q70JbSTs54,,1678250297,Twitter,,accuses america bases edca fprd q70jbsts54 rt ösmningews,8,23,17,opposing,,0,
16211,3095397,31993,retweet,6b89ad2715684b6690bf366af688dfef96b0c6835fb2a58ae7064435d1706c30,"RT @iamwhatiam300 Filipinos fooling themselves by believing that the new US bases in the Philippines will help us with the WPS conflict when in reality, we're helping the USA to protect Taiwan. Why would the USA help us? Taiwan is USA's chip-maker while Pinas is just their baby-maker. Duh!",,1675416956,Twitter,,baby bases believing chip conflict duh filipinos fooling helping maker maker philippines pinas protect reality rt taiwan taiwan usa usa usa wps,22,12,12,opposing,opposing,1,
16218,2001554,31993,retweet,54c551d7010d79ba8120ce36fdd699fbbc3aa91010a881fa219defc29a42e3d8,"RT  #ManuelPSev “isite of EDCA to strengthen response to the calamity of the country’s £1 We undn’t need a foreign assistance du PRRD’s time in response to the country’s calamities. We were fre fine wCG, Army, PNP, Navy, DSWD. And Canualtories fromsa puts down master fromshousands to undeds.",,1680594896,Twitter,,army assistance calamities calamity canualtories country country dswd du edca fine foreign fre fromsa fromshousands isite master navy pnp prrd puts response response rt strengthen time undeds undn wcg £1,30,13,12,opposing,opposing,1,
16223,4256648,15283,retweet,6b89ad2715684b6690bf366af688dfef96b0c6835fb2a58ae7064435d1706c30,"RT @iamwhatiam300 Filipinos fooling themselves by believing that the new US bases in the Philippines will help us with the WPS conflict when in reality, we're helping the USA to protect Taiwan. Why would the USA help us? Taiwan is USA's chip-maker while Pinas is just their baby-maker. Duh!",,1675412970,Twitter,,baby bases believing chip conflict duh filipinos fooling helping maker maker philippines pinas protect reality rt taiwan taiwan usa usa usa wps,22,12,34,opposing,opposing,1,
16234,1371032,15283,retweet,94187d79999079542091ec03363ca0e5b564a8d322c2fdf03eb2224848df5f92,"RT @idsicenter Manila was most destroyed city in WWII after Warsaw, when Japan and US bombed each other in the #Philippines. The US now wants more military bases inside the Philippines via EDCA, in order to contain #China and have a launch pad for US bombers in a #Taiwan conflict. #TruthMatters https://t.co/gNL48FZinh",,1678085217,Twitter,,bases bombed bombers china city conflict destroyed edca inside japan launch manila military order pad philippines rt warsaw wwii,19,11,34,opposing,,0,
16242,6365126,15283,retweet,2c6fb213ac900a165a54b107cac17ec88a5deed20e1de5d42f63edb3d14f81bd,"RT  wivesungala007 The problem is that many of us think EDCA is to get China out of the SCS contested waters. I don’t care about the US there. The dispute is between China and Phils only. The US has nothing to do with that, bott obvily the posting.",,1681769812,Twitter,,bott care china china contested dispute don edca obvily phils posting problem rt scs waters wivesungala007,16,13,34,opposing,,0,
16246,213343,15283,retweet,f949f5c3cd06dd1d7caf8ea953cd388820d9a3f7add426a185d7fcac009bbe6c,RT ęcinecine30 wow! please access the vetnam to those of their reclamation in Namyit or inside the islandetcinecine30 wow!,,1682003816,Twitter,,access inside islandetcinecine30 namyit reclamation rt vetnam wow wow ęcinecine30,10,14,34,neutral,,0,
16257,5233971,111445,retweet,6b89ad2715684b6690bf366af688dfef96b0c6835fb2a58ae7064435d1706c30,"RT @iamwhatiam300 Filipinos fooling themselves by believing that the new US bases in the Philippines will help us with the WPS conflict when in reality, we're helping the USA to protect Taiwan. Why would the USA help us? Taiwan is USA's chip-maker while Pinas is just their baby-maker. Duh!",,1675485798,Twitter,,baby bases believing chip conflict duh filipinos fooling helping maker maker philippines pinas protect reality rt taiwan taiwan usa usa usa wps,22,12,8,opposing,opposing,1,
16259,3497584,111445,retweet,ff263120fbd0094174ace5d4109b7058d4d7b091847d21159cdb5cf145935f22,"RT @bobitiglao Duterte: ""EDCA bases are platforms for war. "" But at whose national interest? Definitely not ours."" Snubbed by media, Duterte warns of EDCA bases https://t.co/3N7muVPHmw",,1680473859,Twitter,,bases bases duterte duterte edca edca interest media national platforms rt snubbed war warns,14,53,8,opposing,,0,
16266,1573449,149197,retweet,c9ad64bcb1dc84d308cd077f277775437782dee3d07a7b6b71bf6e86eefcbdae,"RT @LakasNgTimog When we complain about EDCA today, some people reply w/ Du30 quotes from years ago. I don’t get it. 1st, it DOES NOT address the CURRENT issue of MORE BASES. 2nd, it’s like saying OK lang yan kasi OK nga kay Du30 dati. Hindi ba pwedeng pareho silang mali? Susmaryosep.",,1675419814,Twitter,,1st 2nd address ago ba bases complain current dati don du30 du30 edca hindi issue kasi kay lang mali nga pareho people pwedeng quotes reply rt silang susmaryosep today yan years,31,12,13,opposing,,0,
16268,4269332,149197,retweet,406594261e6cd0ff4750cca3d85981a35cd095615087ddc707e1357436c46bee,"It's the first China is tack Taiwan and the process, because of EDCA, we can feel and feel and we're reality. Second is hope, we can have on - hope without feeling. So it's a try to understands Sassot.",,1676113848,Twitter,,china edca feel feel feeling hope hope process reality sassot tack taiwan understands,13,15,13,neutral,,0,
16269,1092239,149197,retweet,88e2217994cf18c8fd7ed02322d20259a0fa25c19a86575743641f8c57f02f14,"RT @bobitiglao US asked for, DND, AFP OK'd, Cagayan airport as EDCA site https://t.co/ujiOdvKPys",,1679756793,Twitter,,afp airport asked cagayan dnd edca rt site,8,18,13,supportive,neutral,1,
16270,6037284,149197,retweet,ff263120fbd0094174ace5d4109b7058d4d7b091847d21159cdb5cf145935f22,"RT @bobitiglao Duterte: ""EDCA bases are platforms for war. "" But at whose national interest? Definitely not ours."" Snubbed by media, Duterte warns of EDCA bases https://t.co/3N7muVPHmw",,1680412123,Twitter,,bases bases duterte duterte edca edca interest media national platforms rt snubbed war warns,14,53,13,opposing,,0,
16271,3913813,149197,retweet,b5f16c1695beb5fe6fd8a687f9ad6e24b42bda9f726c013a5996b3a0e55b2e18,"RT @bobitiglao Duterte: EDCA camps are US 'platforms for war,' Chinese missiles' targets https://t.co/Ac4Dm9R9gO",,1680758507,Twitter,,camps chinese duterte edca missiles platforms rt targets war,9,39,13,opposing,,0,
16277,764009,149197,retweet,f43ef46c79143956967b85e7cc9214ff072291190f408e6d8e4f823c55c8dff8,"RT @PhilDefNews Here is a great, MUST-READ Article remembering the Racism and Brutality that the Americans did against Filipinos during the Philippine-American War from 1899 to 1902, where the American News Publication “The Philadelphia Ledger” said that, “the Filipino as such was little (1/4) https://t.co/MSSOlz05eb",,1687158221,Twitter,,1902 american american americans article brutality filipino filipinos great ledger news philadelphia philippine publication racism read remembering rt war,19,12,13,opposing,,0,
16279,6288563,40376,retweet,c9ad64bcb1dc84d308cd077f277775437782dee3d07a7b6b71bf6e86eefcbdae,"RT @LakasNgTimog When we complain about EDCA today, some people reply w/ Du30 quotes from years ago. I don’t get it. 1st, it DOES NOT address the CURRENT issue of MORE BASES. 2nd, it’s like saying OK lang yan kasi OK nga kay Du30 dati. Hindi ba pwedeng pareho silang mali? Susmaryosep.",,1675417837,Twitter,,1st 2nd address ago ba bases complain current dati don du30 du30 edca hindi issue kasi kay lang mali nga pareho people pwedeng quotes reply rt silang susmaryosep today yan years,31,12,52,opposing,,0,
16290,4364137,40376,retweet,94187d79999079542091ec03363ca0e5b564a8d322c2fdf03eb2224848df5f92,"RT @idsicenter Manila was most destroyed city in WWII after Warsaw, when Japan and US bombed each other in the #Philippines. The US now wants more military bases inside the Philippines via EDCA, in order to contain #China and have a launch pad for US bombers in a #Taiwan conflict. #TruthMatters https://t.co/gNL48FZinh",,1678106348,Twitter,,bases bombed bombers china city conflict destroyed edca inside japan launch manila military order pad philippines rt warsaw wwii,19,11,52,opposing,,0,
16291,3784529,40376,retweet,43141bda091340cb64a729e28aa945d4941ead6cd56315cc9bad145cb2e0259b,RT ösmningews FPRD: America accuses us of those EDCA bases:/t.co/q70JbSTs54,,1678249616,Twitter,,accuses america bases edca fprd q70jbsts54 rt ösmningews,8,23,52,opposing,,0,
16292,4947974,40376,retweet,0e2b88fd0e8200c72f4bd2f383de6c9a4a4bc84579b1ef9c053d374bcc060548,"RT @Kanthan2030 In the Philippines, the President’s sister - who is also a Senator - warns against getting trapped in the U.S.-China rivalry. The US wants to turn Filipinos into Asia’s Ukrainians — sacrificial pawns in a future war against Beijing. https://t.co/DKkgivb6Iv",,1678259376,Twitter,,asia beijing china filipinos future pawns philippines president rivalry rt sacrificial senator sister trapped turn ukrainians war warns,18,123,52,opposing,,0,
16293,5853966,40376,retweet,ee505a2b8345d51c35f37dda3787425f074e00c12099730ad6441e594b92ac78,"RT @JRedCallis Mr. President, @bongbongmarcos with all due respect Sir, EDCA was already a big mistake and now this travesty happens. Well, good luck to our beloved islands. Really nice friends you got there. (ctto) https://t.co/wVkN6nk3N3",,1678343038,Twitter,,beloved big ctto due edca friends good islands luck mistake mr nice president respect rt sir travesty,17,12,52,opposing,,0,
16297,1548745,40376,retweet,9618d8619529c43b8374362e741049a8c9f8d3c9448710c27772dd53d13fddee,"RT @wokeinamm I actually miss PRRD. He took us away from both the US and yellow mindset that predominantly captured the Filipino psyche. He made us say ‘Pwede naman pala.’ and think outside the box. And we were/are in that box for so damn long. There I said it. Ad hominem in 3, 2, 1…",,1679379188,Twitter,,ad box box captured damn filipino hominem long made mindset miss naman pala predominantly prrd psyche pwede rt yellow,19,18,52,supportive,,0,
16299,2456386,40376,retweet,a8f4bec223574ab134768eb85f789ca78d29f01136034d972fd46601c55525b5,RT ŏpusnggala007 is the friend you can’t say no even when you know you don't have an appointment. #EDCA #USCina hops://t.co/UngZyVhKeZ,,1679795760,Twitter,,appointment friend hops rt ungzyvhkez ŏpusnggala007,6,10,52,neutral,,0,
16300,5202671,40376,retweet,44f4e2c6b5099e3081ec8ca93834937e45ba3c065de7ad142ae06657b9803070,RT @smninews China on the locations of the additional EDCA sites in PH: Facts are very clear that the US has been increasing its military deployment in pursuit of selfish interests https://t.co/fiTzWilhIK,,1680611445,Twitter,,additional china clear deployment edca facts increasing interests locations military ph pursuit rt selfish sites,15,20,52,opposing,,0,
16305,2611527,40376,retweet,66dc03cb2cf1df4470cad7ae15f58ec917f329f2c5c5665400e97e4d7c30ce0d,RT @thonwingp Philippine leader Marcos broke a pledge to stay “balanced” in the US-China faceoff by allowing 4 new US military bases in his country. He thus betrayed Filipinos by pulling them into any superpower war. The neighbors have noticed - and wonder if he’s betrayed all Southeast Asia. https://t.co/4q1P8Nu0CB,,1681639107,Twitter,,allowing asia balanced bases betrayed betrayed broke china country faceoff filipinos leader marcos military neighbors noticed philippine pledge pulling rt southeast stay superpower war,24,22,52,opposing,,0,
16313,6139994,40376,retweet,1cd691a70d10f8969fde520b3c4e170a1e0ae30d47c04953a17102ba4f73230f,"RT @minsootkim From a WSJ interview taken along the Luzon Strait, with Maj. Gen. Joseph Ryan (Commander, US Army's 25th Infantry Division). It would be foolish for us to believe that the EDCA sites are purely for modernization and humanitarian reasons. Taiwan is the objective, not us. https://t.co/9Yuu57Yeyf",,1683949408,Twitter,,25th army commander division edca foolish gen humanitarian infantry interview joseph luzon maj modernization objective purely reasons rt ryan sites strait taiwan wsj,23,11,52,opposing,,0,
16325,3918878,40376,retweet,ba3f4e20d964cc3ab5a4d41870b00f4e305df8f2e8bfd940de5bcab5d2be5b0c,"RT @smninews Duterte: EDCA simply means troops, men, and arms Catch up on the full show of 'Gikan sa Masa, Para sa Masa' with former President Rodrigo Roa Duterte and Pastor Apollo C. Quiboloy: https://t.co/lBQgTBj33R https://t.co/bEqt1eVnv9",,1686651646,Twitter,,apollo arms catch duterte duterte edca full gikan masa masa means men para pastor president quiboloy roa rodrigo rt sa sa show simply troops,24,22,52,neutral,,0,
16329,2042383,40376,retweet,f43ef46c79143956967b85e7cc9214ff072291190f408e6d8e4f823c55c8dff8,"RT @PhilDefNews Here is a great, MUST-READ Article remembering the Racism and Brutality that the Americans did against Filipinos during the Philippine-American War from 1899 to 1902, where the American News Publication “The Philadelphia Ledger” said that, “the Filipino as such was little (1/4) https://t.co/MSSOlz05eb",,1687173437,Twitter,,1902 american american americans article brutality filipino filipinos great ledger news philadelphia philippine publication racism read remembering rt war,19,12,52,opposing,,0,
16331,7054173,22850,retweet,c9ad64bcb1dc84d308cd077f277775437782dee3d07a7b6b71bf6e86eefcbdae,"RT @LakasNgTimog When we complain about EDCA today, some people reply w/ Du30 quotes from years ago. I don’t get it. 1st, it DOES NOT address the CURRENT issue of MORE BASES. 2nd, it’s like saying OK lang yan kasi OK nga kay Du30 dati. Hindi ba pwedeng pareho silang mali? Susmaryosep.",,1675417291,Twitter,,1st 2nd address ago ba bases complain current dati don du30 du30 edca hindi issue kasi kay lang mali nga pareho people pwedeng quotes reply rt silang susmaryosep today yan years,31,12,11,opposing,,0,
16332,2350908,22850,retweet,93e93fcfaa58a83179de56343858a876a9a076a48e553628f671dc7141f87b2f,RT @theadtan I'm neutral on EDCA. I don't understand the complaints about it. There's really nothing new since PH-US signed the agreement in 2014.,,1675782812,Twitter,,2014 agreement complaints edca neutral ph rt signed understand,9,22,11,neutral,neutral,1,
